ResourceType      Locations           Name                        Zones    Restrictions
virtualMachines   GermanyWestCentral  Standard_D48als_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48als_v7          1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D48as_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48as_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48as_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48as_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D48a_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ds_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ds_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48d_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48d_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48lds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48lds_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ls_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ls_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48pds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48pds_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D48plds_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48plds_v6         1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D48pls_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48pls_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D48ps_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48ps_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D48s_v3            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48s_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48s_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48s_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48_v3             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D48_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ads_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ads_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ads_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D4alds_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4alds_v7          1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D4als_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4als_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D4as_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4as_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4as_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4as_v7            1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D4a_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ds_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ds_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ds_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4d_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4d_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4lds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4lds_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ls_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ls_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4pds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4pds_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D4plds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4plds_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D4pls_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4pls_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D4ps_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4ps_v6            1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D4s_v3             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4s_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4s_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4s_v6             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4_v2              1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4_v2_Promo        1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4_v3              1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4_v4              1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D4_v5              1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D5_v2              1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D5_v2_Promo        1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ads_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ads_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ads_v7          1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D64alds_v6         1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64alds_v7         1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D64als_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64als_v7          1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D64as_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64as_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64as_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64as_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D64a_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ds_v4           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ds_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64d_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64d_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64lds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64lds_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ls_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ls_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64pds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64pds_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D64plds_v5         1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64plds_v6         1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D64pls_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64pls_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D64ps_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64ps_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D64s_v3            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64s_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64s_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64s_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64_v3             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D64_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ads_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ads_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ads_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D8alds_v6          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8alds_v7          1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D8als_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8als_v7           1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D8as_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8as_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8as_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8as_v7            1,3      ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,3']
virtualMachines   GermanyWestCentral  Standard_D8a_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ds_v4            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ds_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ds_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8d_v4             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8d_v5             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8lds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8lds_v6           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ls_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ls_v6            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8pds_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8pds_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D8plds_v5          1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8plds_v6          1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D8pls_v5           1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8pls_v6           1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D8ps_v5            1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
virtualMachines   GermanyWestCentral  Standard_D8ps_v6            1,2,3    None
virtualMachines   GermanyWestCentral  Standard_D8s_v3             1,2,3    ['NotAvailableForSubscription, type: Location, locations: GermanyWestCentral', 'NotAvailableForSubscription, type: Zone, locations: GermanyWestCentral, zones: 1,2,3']
